NO#APT2018,NO2APT2018,Εθνικης Αμυνης(1392),Αγιου Δημητριου(1479),Αγιου Δημητριου(1514),Εθνικης Αμυνης(1803),Πανεπιστημιου(1896),Αγιου Δημητριου(2090),Αγιου Δημητριου(2183),Προς Αγιου Δημητριου(727),Αγιου Δημητριου(800),Προς Εθνικης Αμυνης(843)
nan,nan,26.0,51.0,31.5,nan,nan,60.333333333333336,18.5,nan,nan,17.0
nan,nan,18.0,50.666666666666664,23.5,21.0,nan,58.5,24.0,35.0,nan,14.333333333333334
nan,nan,32.0,55.5,32.333333333333336,nan,nan,51.0,nan,nan,nan,nan
nan,nan,nan,63.0,41.0,nan,nan,51.0,4.0,nan,nan,nan
nan,nan,7.0,59.666666666666664,35.333333333333336,23.0,33.5,47.75,40.666666666666664,21.0,nan,22.0
nan,nan,nan,49.5,33.666666666666664,4.5,25.5,45.0,26.0,nan,nan,17.5
nan,nan,nan,47.0,23.25,10.25,31.666666666666668,40.75,22.0,32.333333333333336,nan,31.333333333333332
nan,nan,nan,46.666666666666664,24.666666666666668,17.0,23.666666666666668,39.333333333333336,30.333333333333332,23.0,nan,28.0
nan,nan,13.333333333333334,47.5,20.5,15.0,22.333333333333332,39.0,33.75,29.333333333333332,20.0,22.333333333333332
nan,nan,19.0,46.25,23.666666666666668,8.5,21.0,37.75,30.25,30.0,nan,16.5
nan,nan,17.0,44.0,22.5,5.0,27.0,38.5,27.666666666666668,35.75,12.0,21.0
nan,nan,nan,25.75,13.0,9.0,19.5,35.5,14.75,36.5,nan,20.5
nan,nan,17.0,38.75,24.0,19.0,13.5,38.25,19.25,34.0,nan,25.5
nan,nan,25.0,45.0,19.333333333333332,nan,26.5,39.5,30.5,39.0,nan,13.0
nan,nan,nan,48.25,25.0,16.0,24.5,40.75,22.75,40.0,nan,29.666666666666668
nan,nan,24.0,42.5,23.25,20.0,29.0,39.25,20.0,26.0,28.0,29.333333333333332
nan,nan,27.5,38.25,23.75,19.0,17.5,42.25,19.25,29.666666666666668,nan,33.0
nan,nan,13.0,49.5,22.5,23.0,14.0,43.25,24.666666666666668,35.25,nan,21.0
nan,nan,nan,42.25,36.0,10.5,22.666666666666668,42.0,27.5,28.0,nan,19.0
nan,nan,nan,49.5,22.75,17.0,nan,46.0,27.5,42.0,15.0,26.0
nan,nan,22.0,50.25,27.25,13.5,30.0,42.5,23.75,49.0,nan,11.0
nan,nan,17.0,47.75,29.75,nan,33.0,48.75,23.0,39.333333333333336,nan,23.666666666666668
nan,nan,19.666666666666668,54.75,26.333333333333332,13.0,14.666666666666666,51.666666666666664,21.5,9.5,nan,18.0
nan,nan,nan,57.5,31.25,17.0,18.0,49.75,23.5,50.5,nan,22.5
nan,nan,25.333333333333332,48.0,25.25,22.5,21.5,49.75,37.25,30.0,9.0,16.25
nan,nan,nan,57.5,19.0,nan,21.0,54.5,34.25,31.0,nan,26.0
nan,nan,nan,64.0,34.0,7.0,nan,57.75,14.5,60.0,nan,nan
nan,nan,20.0,64.66666666666667,36.0,31.0,nan,54.333333333333336,23.0,nan,nan,25.0
nan,nan,nan,61.0,29.0,33.0,16.5,59.0,13.0,nan,nan,14.0
nan,nan,14.0,59.0,25.75,37.0,26.0,48.75,nan,25.0,nan,nan
nan,nan,nan,49.75,24.666666666666668,nan,25.0,49.5,35.0,37.0,nan,25.0
nan,nan,12.0,49.333333333333336,23.0,6.0,32.0,50.666666666666664,27.0,37.666666666666664,nan,nan
nan,nan,23.0,51.5,34.5,nan,26.0,49.25,40.0,35.5,nan,38.0
nan,nan,29.0,47.0,30.666666666666668,25.0,26.0,44.5,21.0,33.5,49.0,12.5
nan,nan,9.0,41.0,21.25,10.5,33.0,40.75,29.25,32.0,nan,19.0
nan,nan,18.0,41.5,26.75,8.0,22.666666666666668,41.0,23.25,39.0,nan,nan
nan,nan,nan,48.5,22.0,5.5,19.5,41.5,19.333333333333332,27.333333333333332,16.0,22.0
nan,nan,23.0,47.75,25.25,14.0,32.666666666666664,40.0,20.666666666666668,33.0,31.0,17.333333333333332
nan,nan,nan,51.5,25.0,13.5,26.0,44.0,29.0,24.0,nan,nan
nan,nan,nan,50.0,33.333333333333336,27.0,nan,42.5,28.25,38.666666666666664,nan,17.666666666666668
nan,nan,18.666666666666668,49.5,21.0,20.0,34.5,46.0,27.333333333333332,16.0,15.5,24.666666666666668
nan,nan,nan,50.25,26.75,13.5,nan,40.25,30.666666666666668,24.0,nan,14.0
nan,nan,nan,42.5,28.0,9.0,10.0,45.5,21.5,nan,nan,17.5
nan,nan,18.0,52.0,28.5,1.0,20.0,44.25,28.0,46.0,26.0,24.0
nan,nan,20.666666666666668,51.25,23.75,14.0,18.0,43.0,30.0,43.0,nan,19.5
nan,nan,10.666666666666666,51.75,26.5,18.0,22.0,45.0,22.0,29.0,nan,19.5
nan,nan,13.0,56.0,29.0,14.0,17.333333333333332,45.5,19.5,37.0,35.0,8.5
nan,nan,27.0,53.25,24.75,13.0,39.0,51.0,26.666666666666668,32.0,nan,20.5
nan,nan,26.0,50.333333333333336,31.0,19.0,19.0,56.0,27.5,19.0,nan,13.5
nan,nan,16.0,55.333333333333336,20.666666666666668,19.0,15.0,54.666666666666664,37.5,nan,nan,12.75
nan,nan,25.0,62.333333333333336,22.75,nan,17.0,53.666666666666664,37.0,25.5,nan,21.666666666666668
nan,nan,nan,56.666666666666664,31.333333333333332,nan,nan,52.333333333333336,28.0,37.0,nan,19.0
nan,nan,nan,63.5,31.333333333333332,30.0,10.0,62.0,16.5,nan,nan,7.0
nan,nan,nan,72.0,50.0,22.0,8.0,53.0,30.0,nan,nan,13.5
nan,nan,18.0,51.5,40.333333333333336,10.0,28.5,54.5,29.0,19.0,nan,27.0
nan,nan,35.0,60.0,34.0,nan,18.0,54.75,22.0,66.0,12.0,13.0
nan,nan,27.0,59.0,32.0,21.5,15.333333333333334,49.25,13.5,nan,nan,40.0
nan,nan,17.5,50.5,31.666666666666668,18.0,28.5,45.5,24.666666666666668,nan,nan,6.0
nan,nan,27.5,55.0,37.25,16.0,27.5,44.5,26.0,59.0,nan,30.0
nan,nan,nan,45.25,24.0,21.0,23.5,46.25,28.25,24.0,nan,26.0
nan,nan,26.0,45.25,27.0,10.5,22.333333333333332,42.666666666666664,33.75,nan,nan,29.0
nan,nan,32.0,61.0,30.666666666666668,14.0,nan,45.5,25.333333333333332,35.5,nan,24.0
nan,nan,25.0,56.0,24.666666666666668,nan,nan,50.75,23.0,nan,10.0,18.5
nan,nan,nan,51.0,27.5,3.0,35.0,44.25,31.25,38.0,nan,24.5
nan,nan,19.0,44.0,24.25,16.5,19.5,36.333333333333336,27.666666666666668,27.333333333333332,nan,13.0
nan,nan,18.0,61.666666666666664,29.25,nan,13.5,47.25,26.0,34.0,nan,16.0
nan,nan,19.5,55.0,19.333333333333332,17.0,10.0,43.75,36.0,13.5,nan,18.0
nan,nan,33.0,61.333333333333336,33.25,11.0,nan,47.25,30.5,43.0,nan,9.0
nan,nan,18.0,56.5,24.333333333333332,16.666666666666668,nan,50.75,21.75,43.0,nan,28.333333333333332
nan,nan,18.0,49.5,31.0,18.0,12.0,49.5,22.0,nan,nan,28.5
nan,nan,nan,51.0,32.0,nan,23.5,50.0,25.5,19.333333333333332,nan,28.0
nan,nan,nan,50.25,34.666666666666664,20.333333333333332,36.0,51.0,31.5,21.5,nan,18.333333333333332
nan,nan,22.0,50.5,24.0,19.0,25.5,50.666666666666664,15.333333333333334,nan,nan,11.0
nan,nan,nan,52.0,42.0,nan,nan,50.333333333333336,19.0,27.0,nan,22.0
nan,nan,33.0,57.0,33.0,nan,nan,55.5,nan,41.0,nan,9.333333333333334
nan,nan,nan,52.666666666666664,37.5,nan,9.5,48.666666666666664,19.0,nan,nan,29.0
nan,nan,nan,54.0,17.5,30.0,23.5,52.666666666666664,nan,48.0,nan,nan
nan,nan,4.0,46.0,27.0,nan,nan,46.25,33.5,56.0,nan,22.0
nan,nan,10.0,41.25,27.25,12.666666666666666,12.0,38.25,25.75,45.0,nan,19.5
nan,nan,15.0,44.0,29.0,14.0,22.666666666666668,37.0,29.666666666666668,29.5,nan,17.0
nan,nan,18.0,46.0,22.75,28.0,20.333333333333332,39.75,27.75,28.333333333333332,nan,23.666666666666668
nan,nan,nan,51.5,19.666666666666668,13.0,32.0,41.0,30.25,34.666666666666664,nan,17.333333333333332
nan,nan,22.0,52.25,27.25,12.0,24.0,40.0,22.25,24.0,nan,17.5
nan,nan,20.0,49.5,20.0,18.0,nan,41.0,26.75,23.75,11.0,26.0
nan,nan,nan,46.75,26.666666666666668,25.0,20.0,41.5,27.0,35.5,nan,14.5
nan,nan,nan,52.0,23.75,15.0,25.0,37.5,22.75,44.0,nan,24.5
nan,nan,10.5,46.75,24.5,16.333333333333332,7.5,40.75,23.333333333333332,36.666666666666664,nan,34.0
nan,nan,25.0,45.5,25.25,16.333333333333332,1.0,38.25,32.0,28.333333333333332,nan,36.0
nan,nan,8.333333333333334,51.5,31.333333333333332,15.0,29.0,41.0,34.0,26.0,32.0,20.5
nan,nan,nan,44.5,26.5,11.5,20.0,41.5,28.5,15.0,nan,28.333333333333332
nan,nan,4.0,40.666666666666664,32.333333333333336,17.0,40.0,43.0,33.333333333333336,42.5,13.0,nan
nan,nan,13.0,49.75,29.5,9.0,35.0,41.75,31.75,27.0,nan,21.0
nan,nan,18.0,55.75,27.666666666666668,31.5,nan,46.5,27.666666666666668,nan,nan,21.5
nan,nan,15.5,50.333333333333336,35.0,19.0,nan,45.333333333333336,22.5,28.0,nan,23.0
nan,nan,19.0,53.0,33.333333333333336,19.5,nan,48.666666666666664,35.0,nan,nan,19.0
nan,nan,nan,39.5,30.0,17.0,25.0,49.0,24.0,nan,nan,19.0
nan,nan,nan,29.0,30.333333333333332,20.0,9.0,53.0,18.0,nan,nan,17.5
nan,nan,16.0,56.0,35.0,nan,nan,50.0,nan,nan,nan,nan
nan,nan,nan,48.5,23.0,nan,26.0,53.0,46.0,nan,nan,14.0
nan,nan,nan,57.0,32.333333333333336,nan,25.0,59.0,nan,nan,17.0,7.0
nan,nan,nan,74.5,30.666666666666668,nan,4.0,39.5,nan,nan,nan,11.5
nan,nan,nan,51.75,28.75,nan,25.5,47.5,20.333333333333332,25.0,nan,20.0
nan,nan,23.5,42.0,29.5,nan,28.0,44.75,21.333333333333332,37.25,nan,34.0
nan,nan,18.0,46.75,25.75,10.333333333333334,31.0,40.25,28.0,35.333333333333336,nan,26.5
nan,nan,14.0,46.0,24.333333333333332,22.5,24.333333333333332,39.333333333333336,28.666666666666668,39.666666666666664,nan,14.5
nan,nan,19.333333333333332,49.5,33.25,13.75,28.0,44.5,30.333333333333332,32.0,20.0,19.0
nan,nan,20.333333333333332,51.0,32.25,5.0,35.0,38.75,25.75,3.0,nan,19.5
nan,nan,nan,51.25,26.333333333333332,9.0,49.0,42.75,29.0,22.0,nan,18.333333333333332
nan,nan,29.5,54.25,27.5,nan,20.5,41.5,23.25,46.0,nan,19.5
nan,nan,18.0,48.0,23.0,17.0,27.666666666666668,42.0,21.0,35.333333333333336,7.0,39.0
nan,nan,4.0,46.666666666666664,24.75,4.666666666666667,nan,42.25,15.666666666666666,33.0,nan,31.666666666666668
nan,nan,23.0,45.75,26.0,17.0,27.5,42.0,34.5,41.5,nan,19.0
nan,nan,nan,39.5,21.0,16.333333333333332,14.0,37.5,25.0,29.0,20.0,17.0
nan,nan,22.0,40.5,30.75,16.0,23.333333333333332,41.75,24.666666666666668,37.666666666666664,nan,28.0
nan,nan,28.0,53.5,20.0,3.0,27.0,49.5,20.666666666666668,26.5,nan,20.0
nan,nan,20.5,53.25,23.666666666666668,20.0,29.5,43.75,33.0,20.5,nan,21.0
nan,nan,15.0,47.0,22.333333333333332,nan,21.0,45.5,37.0,51.0,nan,23.666666666666668
nan,nan,nan,58.0,24.333333333333332,8.0,nan,50.0,42.0,nan,nan,20.0
nan,nan,16.333333333333332,46.5,33.0,nan,19.0,53.666666666666664,32.666666666666664,nan,nan,20.666666666666668
nan,nan,nan,54.666666666666664,25.25,20.0,19.0,61.75,28.5,32.5,nan,58.0
nan,nan,24.666666666666668,55.0,30.5,26.0,44.0,72.0,25.666666666666668,67.0,nan,10.0
nan,nan,nan,65.5,32.25,nan,nan,56.5,29.75,35.0,nan,18.0
nan,nan,nan,69.0,39.0,23.0,nan,56.0,26.0,nan,nan,19.0
nan,nan,nan,58.5,42.0,nan,nan,59.0,20.5,23.0,nan,17.0
nan,nan,nan,76.33333333333333,30.5,nan,nan,49.0,21.0,nan,nan,nan
nan,nan,nan,52.0,28.0,10.0,nan,42.0,40.5,27.0,nan,23.333333333333332
nan,nan,15.0,47.75,26.5,23.0,23.0,40.5,33.333333333333336,20.0,nan,20.0
nan,nan,nan,51.25,27.25,nan,18.5,39.5,26.5,24.5,15.0,30.333333333333332
nan,nan,7.0,53.5,31.25,30.0,24.666666666666668,43.0,31.0,34.0,11.0,22.0
nan,nan,26.0,47.5,18.75,13.0,28.333333333333332,43.0,20.5,58.5,nan,28.0
nan,nan,13.0,48.25,27.75,13.0,28.0,39.25,26.0,34.5,24.0,21.0
nan,nan,nan,46.25,23.75,9.0,19.5,46.0,23.0,23.0,32.0,21.0
nan,nan,14.0,46.5,32.75,nan,19.5,40.75,28.5,44.5,nan,20.75
nan,nan,22.0,47.0,29.333333333333332,12.5,19.0,36.25,35.333333333333336,31.0,nan,17.0
nan,nan,12.0,50.25,17.75,15.0,13.0,38.5,24.0,26.0,24.0,22.333333333333332
nan,nan,15.5,46.75,21.0,8.5,nan,37.5,19.333333333333332,33.0,nan,18.333333333333332
nan,nan,15.0,44.0,26.0,24.0,47.0,37.75,31.5,39.0,21.0,20.666666666666668
nan,nan,nan,46.5,18.75,21.0,32.0,40.5,23.5,31.0,nan,34.5
nan,nan,18.0,51.0,27.25,12.666666666666666,20.5,38.5,31.666666666666668,nan,14.0,8.0
nan,nan,15.0,44.75,38.5,15.5,28.5,43.0,31.5,nan,nan,18.0
nan,nan,1.0,53.5,27.0,14.75,27.0,44.75,23.333333333333332,36.0,nan,27.5
nan,nan,19.5,55.666666666666664,23.25,14.5,15.666666666666666,46.75,25.5,26.5,nan,19.0
nan,nan,21.5,55.75,33.5,6.0,16.0,55.5,22.333333333333332,14.0,nan,30.0
nan,nan,nan,61.0,29.0,12.0,29.0,52.75,26.5,nan,nan,14.0
nan,nan,28.0,53.5,44.5,16.0,22.0,55.75,41.0,28.0,nan,27.0
nan,nan,19.0,63.5,32.333333333333336,7.0,nan,50.0,23.0,21.0,nan,nan
nan,nan,27.0,61.0,30.25,nan,nan,58.5,24.0,53.0,nan,13.0
nan,nan,18.0,65.0,nan,22.0,nan,56.0,32.0,26.0,nan,19.0
nan,nan,nan,58.5,39.5,14.0,28.0,56.75,34.0,50.0,nan,53.0
nan,nan,nan,58.0,25.333333333333332,21.0,15.0,46.25,27.5,29.0,nan,15.5
nan,nan,nan,43.25,23.0,17.5,20.0,42.0,15.666666666666666,27.75,nan,23.0
nan,nan,17.0,50.75,24.666666666666668,7.0,34.5,39.0,28.0,30.75,nan,18.0
nan,nan,17.0,44.333333333333336,30.0,17.0,25.5,42.666666666666664,17.666666666666668,33.666666666666664,40.0,nan
nan,nan,13.5,39.333333333333336,33.333333333333336,3.0,22.333333333333332,40.0,34.5,48.0,nan,19.0
nan,nan,21.0,43.75,29.75,19.0,18.0,42.25,26.333333333333332,37.5,10.0,23.5
nan,nan,23.0,47.25,22.75,23.333333333333332,22.0,40.0,33.0,34.0,nan,15.5
nan,nan,nan,47.0,26.25,7.0,24.0,41.0,35.0,35.5,10.5,23.0
nan,nan,nan,45.75,24.0,nan,37.0,41.0,27.666666666666668,20.333333333333332,nan,18.5
nan,nan,29.0,51.75,26.0,15.75,25.5,45.25,27.0,15.666666666666666,nan,28.5
nan,nan,23.0,54.75,28.0,13.0,nan,41.75,29.25,22.5,nan,17.0
nan,nan,11.5,50.0,26.0,27.666666666666668,nan,42.25,37.333333333333336,20.0,8.0,29.0
nan,nan,14.5,54.25,24.5,15.0,31.333333333333332,39.5,33.0,35.0,nan,17.0
nan,nan,5.5,44.75,28.25,13.0,25.0,41.25,21.333333333333332,31.0,nan,nan
nan,nan,nan,50.0,26.5,7.0,nan,44.0,23.75,33.0,nan,16.0
nan,nan,nan,52.0,36.0,10.666666666666666,41.0,46.75,37.25,28.0,nan,8.5
nan,nan,12.0,47.0,23.666666666666668,12.333333333333334,23.0,48.5,22.5,nan,nan,45.0
nan,nan,24.0,53.5,31.75,20.0,22.0,53.5,23.0,nan,nan,22.333333333333332
nan,nan,25.0,51.666666666666664,23.0,nan,8.0,52.0,25.0,49.0,nan,36.0
nan,nan,30.0,47.666666666666664,33.333333333333336,20.0,16.5,50.0,nan,23.0,nan,nan
nan,nan,nan,49.5,24.5,nan,nan,54.333333333333336,20.5,nan,nan,24.0
nan,nan,nan,69.0,34.0,nan,18.0,52.0,36.0,nan,nan,56.0
nan,nan,16.0,54.75,32.666666666666664,14.0,27.0,57.333333333333336,21.0,48.0,nan,18.0
nan,nan,21.0,59.75,45.333333333333336,nan,47.0,51.25,35.0,32.666666666666664,nan,27.0
nan,nan,nan,51.25,35.666666666666664,14.333333333333334,nan,47.25,27.5,26.0,nan,10.0
nan,nan,19.0,42.5,32.25,24.0,27.0,43.25,37.5,30.333333333333332,nan,27.333333333333332
nan,nan,18.0,48.5,26.5,7.0,27.0,39.75,29.0,27.25,20.0,20.25
nan,nan,20.0,46.75,28.75,10.0,28.0,39.75,30.75,24.5,nan,29.333333333333332
nan,nan,nan,43.75,20.75,11.5,33.5,43.75,24.5,13.0,nan,22.25
nan,nan,20.0,45.75,22.0,18.5,36.0,41.5,29.5,32.0,nan,29.5
nan,nan,26.5,46.25,25.25,19.666666666666668,15.0,41.75,18.0,16.5,23.0,23.5
nan,nan,nan,51.0,21.666666666666668,nan,27.0,34.0,27.0,43.5,nan,24.5
nan,nan,24.0,50.75,26.25,4.5,26.0,38.25,31.0,nan,nan,37.0
nan,nan,25.0,52.5,31.75,16.0,nan,40.75,31.0,52.0,nan,28.0
nan,nan,nan,50.5,27.0,28.0,21.666666666666668,37.0,23.0,34.0,nan,21.25
nan,nan,18.0,47.0,23.5,14.0,22.0,42.5,24.75,33.5,nan,7.0
nan,nan,20.0,45.0,26.333333333333332,9.666666666666666,20.5,42.25,22.666666666666668,30.0,15.0,26.0
nan,nan,24.0,46.5,25.5,24.0,18.0,43.75,34.0,nan,12.0,24.333333333333332
nan,nan,20.0,48.0,27.75,13.666666666666666,nan,46.0,34.666666666666664,38.5,21.0,17.0
nan,nan,17.5,51.25,27.25,13.333333333333334,19.5,46.0,22.5,29.5,17.0,26.0
nan,nan,7.333333333333333,51.5,32.0,13.5,16.0,49.75,21.666666666666668,42.5,nan,20.0
nan,nan,24.333333333333332,53.0,31.0,7.333333333333333,9.0,49.5,36.0,nan,24.0,15.666666666666666
nan,nan,11.0,55.5,34.0,nan,34.0,49.75,33.333333333333336,53.0,nan,18.75
nan,nan,25.0,53.0,30.0,19.0,nan,59.0,20.333333333333332,13.0,nan,15.25
nan,nan,29.0,51.0,27.0,14.5,nan,55.0,24.0,nan,nan,7.0
nan,nan,nan,56.75,23.0,25.5,5.0,46.25,26.0,22.0,nan,19.0
nan,nan,3.0,56.666666666666664,39.0,24.0,nan,53.333333333333336,26.0,nan,nan,19.0
nan,nan,21.333333333333332,38.333333333333336,30.5,23.0,nan,50.0,27.666666666666668,nan,nan,21.5
nan,nan,13.0,70.0,26.5,42.0,nan,52.5,34.5,46.0,nan,29.666666666666668
nan,nan,27.0,51.666666666666664,24.333333333333332,21.0,16.5,42.0,15.0,40.0,nan,16.5
nan,nan,nan,54.5,32.0,19.0,21.0,51.75,21.5,42.5,nan,19.5
nan,nan,nan,56.75,25.0,11.0,16.0,46.25,23.333333333333332,24.0,nan,14.333333333333334
nan,nan,20.0,50.5,27.0,16.0,24.0,43.75,31.75,30.0,nan,nan
nan,nan,21.0,51.25,33.5,19.0,nan,44.75,30.0,27.0,nan,30.0
nan,nan,27.0,56.75,31.0,12.333333333333334,25.0,43.75,29.5,47.0,nan,nan
nan,nan,15.0,50.666666666666664,24.25,21.0,14.0,47.75,26.25,44.333333333333336,nan,10.5
nan,nan,9.0,45.25,24.333333333333332,21.0,19.0,45.75,24.333333333333332,33.5,nan,3.0
nan,nan,23.5,47.5,28.25,13.5,30.0,50.75,28.75,53.0,nan,38.0
nan,nan,nan,54.333333333333336,22.0,23.0,nan,43.75,26.333333333333332,45.0,nan,nan
nan,nan,20.0,53.0,33.0,26.0,17.0,45.75,30.25,38.5,nan,28.666666666666668
nan,nan,nan,44.5,32.5,nan,nan,46.25,22.333333333333332,39.0,nan,15.25
nan,nan,nan,50.25,28.0,13.5,86.0,49.5,43.333333333333336,41.0,nan,36.75
nan,nan,17.0,48.25,25.25,24.0,26.0,51.5,23.333333333333332,40.5,21.0,35.0
nan,nan,12.0,50.0,27.25,nan,3.0,45.5,29.333333333333332,18.0,nan,19.5
nan,nan,23.0,48.75,38.5,15.0,nan,53.75,17.0,nan,nan,16.666666666666668
nan,nan,nan,56.5,27.0,nan,11.0,44.75,28.5,32.0,nan,22.666666666666668
nan,nan,29.0,54.75,32.75,19.666666666666668,18.0,44.0,26.333333333333332,nan,nan,11.0
nan,nan,19.666666666666668,61.0,30.5,nan,8.0,60.25,18.0,nan,nan,14.0
nan,nan,18.0,48.333333333333336,30.333333333333332,41.0,29.0,55.5,22.5,38.0,nan,21.0
nan,nan,18.0,56.0,30.333333333333332,nan,11.0,51.25,24.0,nan,nan,9.0
nan,nan,20.0,63.25,34.5,14.0,33.0,57.75,7.0,25.5,nan,34.0
nan,nan,15.0,57.25,45.333333333333336,nan,10.0,50.666666666666664,24.0,36.0,nan,19.333333333333332
nan,nan,nan,48.5,39.333333333333336,nan,nan,55.75,nan,39.0,nan,25.0
nan,nan,26.0,69.5,30.5,nan,nan,51.75,24.666666666666668,36.5,nan,15.0
nan,nan,27.5,52.0,35.5,40.0,nan,51.75,41.0,9.5,nan,12.0
nan,nan,25.5,55.5,25.0,11.666666666666666,32.5,52.25,31.5,37.5,nan,nan
nan,nan,nan,48.75,27.25,19.0,18.0,45.5,21.333333333333332,nan,nan,13.0
nan,nan,10.0,43.5,33.25,5.0,24.5,43.5,25.666666666666668,46.0,nan,26.333333333333332
nan,nan,3.0,50.25,19.0,14.0,nan,39.25,21.0,25.0,nan,23.5
nan,nan,20.0,40.0,12.0,10.0,19.333333333333332,34.25,19.25,34.5,nan,14.5
nan,nan,18.0,46.0,22.25,8.0,18.0,37.0,24.0,35.5,nan,20.333333333333332
nan,nan,nan,44.5,35.0,nan,nan,43.25,32.0,36.0,10.0,20.0
nan,nan,19.0,42.25,27.5,15.0,14.5,41.666666666666664,25.333333333333332,25.5,5.0,22.0
nan,nan,17.0,47.5,25.75,31.0,20.0,38.5,24.5,26.666666666666668,nan,26.0
nan,nan,22.5,48.5,27.5,13.5,19.0,42.0,28.0,42.0,nan,23.5
nan,nan,nan,49.75,26.0,12.666666666666666,23.0,44.0,31.0,nan,nan,33.0
nan,nan,nan,52.333333333333336,26.5,22.0,16.0,44.5,25.0,22.0,nan,11.5
nan,nan,19.5,48.25,27.0,nan,21.0,49.0,33.0,nan,nan,8.666666666666666
nan,nan,nan,61.5,38.0,nan,nan,53.666666666666664,21.333333333333332,24.0,nan,28.333333333333332
nan,nan,12.5,47.25,22.5,12.0,11.0,51.5,26.333333333333332,24.0,nan,21.0
nan,nan,30.0,51.25,34.0,4.0,18.0,51.0,34.666666666666664,nan,19.0,18.0
nan,nan,nan,57.0,25.0,11.666666666666666,nan,50.0,24.0,26.0,nan,5.0
nan,nan,nan,nan,28.333333333333332,nan,nan,54.25,24.0,49.0,nan,11.0
nan,nan,16.5,28.0,41.0,nan,nan,53.666666666666664,26.0,nan,nan,10.0
nan,nan,15.0,65.5,28.5,nan,nan,60.0,nan,27.0,nan,nan
nan,nan,22.0,57.666666666666664,36.333333333333336,nan,23.0,51.0,27.333333333333332,nan,nan,13.0
nan,nan,nan,55.0,34.25,nan,23.0,42.75,16.0,27.666666666666668,nan,18.75
nan,nan,13.0,44.0,26.5,16.0,32.0,43.25,33.25,34.0,nan,20.0
nan,nan,22.0,46.5,27.0,14.0,26.0,37.75,20.333333333333332,38.5,nan,30.333333333333332
nan,nan,19.0,47.5,29.5,6.5,25.0,42.5,17.75,17.333333333333332,9.0,19.75
nan,nan,19.25,53.0,29.75,13.0,27.0,45.75,22.25,13.0,23.0,21.5
nan,nan,12.0,46.5,26.0,27.0,35.333333333333336,41.5,16.5,31.666666666666668,33.0,20.0
nan,nan,17.0,52.75,22.0,10.0,28.0,40.5,29.333333333333332,22.0,nan,22.0
nan,nan,7.0,49.25,14.75,3.6666666666666665,nan,43.5,27.5,43.0,nan,17.0
nan,nan,nan,50.5,20.75,5.5,24.0,42.0,31.666666666666668,24.0,nan,10.5
nan,nan,nan,56.75,28.25,nan,25.5,44.0,35.0,37.0,23.0,23.333333333333332
nan,nan,nan,55.25,23.75,nan,23.5,40.5,23.75,40.0,20.0,24.666666666666668
nan,nan,19.0,42.0,11.0,14.0,26.0,36.0,26.333333333333332,38.0,nan,23.0
nan,nan,14.0,44.0,24.5,18.0,nan,44.0,28.0,33.0,nan,14.333333333333334
nan,nan,19.0,45.25,34.0,19.5,1.0,38.5,32.333333333333336,23.0,24.0,30.5
nan,nan,20.0,46.5,27.333333333333332,20.0,10.0,46.25,24.75,38.0,nan,19.0
nan,nan,29.0,50.333333333333336,35.0,6.0,15.5,51.0,36.5,28.0,nan,27.5
nan,nan,18.5,63.25,29.25,nan,36.333333333333336,48.0,27.333333333333332,34.0,nan,29.0
nan,nan,nan,44.0,33.0,39.0,22.0,46.25,35.0,47.0,nan,21.666666666666668
nan,nan,29.0,57.333333333333336,31.75,22.0,10.0,48.666666666666664,26.5,27.666666666666668,nan,nan
nan,nan,9.0,58.5,36.0,nan,7.0,49.0,17.0,nan,nan,4.0
nan,nan,21.0,37.0,47.5,nan,26.0,62.0,22.0,26.0,nan,11.0
nan,nan,nan,nan,30.0,nan,nan,61.5,23.0,nan,nan,nan
nan,nan,nan,nan,42.0,nan,nan,nan,29.0,40.0,nan,16.5
nan,nan,nan,60.5,31.333333333333332,19.0,25.0,55.25,28.0,37.0,nan,13.0
nan,nan,17.5,47.75,27.0,nan,nan,42.25,34.666666666666664,nan,nan,34.0
nan,nan,19.666666666666668,41.5,25.75,16.5,18.5,42.75,27.0,45.0,nan,27.5
nan,nan,nan,45.75,26.333333333333332,8.5,40.0,41.25,27.75,26.666666666666668,nan,22.5
nan,nan,12.0,50.0,23.0,8.0,22.0,39.25,23.25,19.0,22.0,17.333333333333332
nan,nan,nan,42.25,31.25,8.5,nan,43.75,23.0,16.0,31.0,21.5
nan,nan,22.0,50.75,27.5,12.0,nan,43.0,38.5,29.666666666666668,nan,16.333333333333332
nan,nan,22.0,47.75,27.75,19.75,28.0,42.25,25.0,39.666666666666664,nan,13.0
nan,nan,17.0,53.0,22.5,13.0,29.0,43.0,25.666666666666668,31.0,12.0,21.0
nan,nan,16.0,40.666666666666664,20.0,16.0,19.5,41.0,26.5,36.0,nan,17.0
nan,nan,17.0,45.0,27.5,9.0,2.0,38.0,32.666666666666664,30.0,nan,11.333333333333334
nan,nan,nan,47.0,13.5,7.0,nan,41.0,32.5,35.0,nan,20.0
nan,nan,18.0,48.0,26.5,20.5,nan,43.5,18.333333333333332,41.0,nan,20.0
nan,nan,nan,47.0,31.75,16.5,23.0,42.75,28.0,25.0,nan,32.0
nan,nan,nan,53.0,27.666666666666668,21.0,38.0,43.25,31.0,34.0,nan,nan
