NO#APT2018,NO2APT2018,Εθνικης Αμυνης(1392),Αγιου Δημητριου(1479),Αγιου Δημητριου(1514),Εθνικης Αμυνης(1803),Πανεπιστημιου(1896),Αγιου Δημητριου(2090),Αγιου Δημητριου(2183),Προς Αγιου Δημητριου(727),Αγιου Δημητριου(800),Προς Εθνικης Αμυνης(843)
1.0,11.0,51.0,51.666666666666664,36.0,17.5,30.0,42.75,35.0,34.5,nan,20.333333333333332
2.0,24.0,nan,53.0,34.0,nan,23.666666666666668,46.5,30.333333333333332,49.5,20.0,18.0
2.0,27.0,3.0,44.0,26.25,19.5,nan,46.25,28.666666666666668,nan,nan,nan
2.0,19.0,8.0,50.5,20.666666666666668,19.5,13.0,48.75,31.5,39.666666666666664,nan,34.333333333333336
4.0,46.0,15.0,50.5,32.0,15.0,14.333333333333334,38.5,nan,21.0,nan,12.5
6.0,48.0,26.5,58.0,23.0,15.5,19.5,49.5,14.0,27.5,nan,20.5
4.0,46.0,29.0,50.0,19.0,15.5,18.0,38.0,31.0,3.0,nan,15.0
1.0,18.0,15.0,56.333333333333336,38.333333333333336,2.0,20.5,44.75,21.0,nan,nan,44.0
1.0,16.0,nan,52.25,43.0,nan,nan,55.0,22.333333333333332,27.0,nan,7.5
2.0,22.0,nan,47.666666666666664,30.0,nan,19.0,55.0,nan,20.0,nan,nan
1.0,18.0,nan,60.5,23.5,nan,4.0,64.0,14.0,nan,nan,21.0
1.0,6.0,25.0,nan,nan,nan,nan,65.0,nan,nan,nan,nan
1.0,7.0,nan,9.0,nan,nan,nan,49.666666666666664,28.666666666666668,nan,nan,nan
2.0,12.0,nan,66.66666666666667,29.0,nan,31.0,33.0,24.0,nan,nan,16.0
3.0,14.0,18.0,58.5,32.5,21.0,nan,54.5,19.5,31.0,nan,15.5
6.0,21.0,14.666666666666666,48.25,36.0,19.0,9.0,41.5,36.75,10.0,nan,32.0
5.0,17.0,28.0,51.0,24.75,37.0,nan,45.25,40.333333333333336,23.666666666666668,31.0,24.0
6.0,24.0,15.666666666666666,55.75,22.333333333333332,27.0,27.5,44.0,32.25,49.5,nan,20.0
5.0,22.0,25.0,51.0,28.0,13.5,nan,46.75,33.25,61.0,nan,22.5
3.0,14.0,nan,48.75,22.666666666666668,24.0,19.0,42.5,34.5,33.5,nan,6.0
3.0,14.0,3.0,56.5,28.5,nan,16.0,41.25,25.666666666666668,19.0,nan,nan
4.0,19.0,26.0,47.5,25.75,14.333333333333334,27.0,42.75,22.666666666666668,23.0,28.0,37.5
3.0,18.0,26.0,51.25,24.75,nan,29.0,48.0,27.75,41.333333333333336,nan,14.0
2.0,13.0,nan,43.333333333333336,44.0,17.0,12.5,36.5,26.5,18.666666666666668,nan,23.0
2.0,13.0,24.0,56.0,26.0,9.5,14.0,42.5,30.0,38.0,23.0,34.75
3.0,22.0,nan,48.666666666666664,23.5,8.0,16.666666666666668,48.75,26.666666666666668,40.0,nan,15.0
1.0,14.0,nan,54.75,29.0,18.5,nan,46.25,nan,nan,nan,nan
1.0,23.0,nan,53.25,25.333333333333332,5.0,nan,45.25,14.5,27.0,nan,28.0
3.0,27.0,14.0,54.0,20.25,49.0,nan,43.25,25.666666666666668,nan,nan,34.5
5.0,50.0,20.0,57.5,26.333333333333332,16.0,25.0,44.666666666666664,29.5,26.0,nan,16.666666666666668
6.0,52.0,nan,51.5,28.0,nan,nan,52.333333333333336,21.0,nan,nan,31.0
4.0,42.0,nan,55.75,31.0,11.5,12.0,49.25,41.0,25.5,nan,21.0
3.0,31.0,22.0,56.0,39.5,nan,23.0,60.5,44.0,nan,31.0,12.5
2.0,19.0,23.5,40.0,27.0,13.0,nan,52.0,13.5,35.0,26.0,10.0
1.0,17.0,23.0,71.66666666666667,25.333333333333332,nan,nan,40.75,42.0,23.0,nan,39.0
1.0,12.0,nan,74.0,43.5,nan,34.0,56.5,23.0,nan,nan,nan
1.0,19.0,nan,35.0,nan,nan,nan,55.0,24.0,nan,nan,17.0
8.0,39.0,19.0,57.0,41.333333333333336,21.0,nan,60.666666666666664,42.0,nan,nan,15.0
37.0,51.0,15.0,58.75,36.0,7.0,nan,49.75,36.0,nan,nan,43.0
20.0,50.0,19.0,46.75,30.25,nan,nan,51.5,25.0,30.0,nan,35.0
21.0,50.0,18.5,52.0,32.5,15.333333333333334,nan,44.25,29.5,23.0,nan,37.0
16.0,41.0,nan,46.0,38.333333333333336,22.0,19.5,44.25,32.0,18.0,nan,22.0
11.0,55.0,20.0,50.25,30.75,7.0,18.0,43.0,28.5,34.0,nan,29.5
5.0,28.0,11.0,53.333333333333336,27.25,25.333333333333332,20.0,46.5,22.0,28.5,nan,26.75
3.0,16.0,20.5,55.5,30.75,nan,28.0,45.333333333333336,19.0,36.333333333333336,nan,17.333333333333332
2.0,12.0,19.0,46.5,31.5,17.0,15.0,45.0,31.0,31.5,32.0,17.0
2.0,12.0,14.0,52.75,25.0,19.0,9.0,43.5,29.5,34.5,14.0,1.0
2.0,10.0,22.5,52.0,32.0,9.0,17.666666666666668,43.0,26.0,nan,nan,20.0
2.0,12.0,46.0,53.25,24.25,11.75,22.0,40.0,30.5,41.0,nan,nan
1.0,11.0,16.0,48.25,30.333333333333332,11.333333333333334,17.0,40.25,19.0,20.0,nan,18.0
3.0,25.0,nan,54.75,28.333333333333332,nan,26.333333333333332,48.0,28.5,35.5,nan,35.0
3.0,30.0,nan,50.75,25.333333333333332,24.5,21.0,49.75,31.333333333333332,24.0,nan,29.5
11.0,57.0,19.0,43.75,26.5,2.0,22.0,41.75,27.0,15.0,nan,22.5
16.0,58.0,nan,50.25,37.0,nan,28.0,53.0,27.75,13.5,nan,20.5
8.0,50.0,24.5,47.333333333333336,30.0,17.0,21.5,47.25,16.5,nan,nan,13.0
6.0,41.0,nan,51.0,nan,20.0,28.0,53.25,29.0,30.0,nan,27.666666666666668
1.0,7.0,nan,45.0,27.333333333333332,37.0,nan,53.0,21.5,nan,nan,13.0
1.0,12.0,nan,60.0,28.0,18.0,29.0,54.0,24.0,nan,nan,21.0
1.0,5.0,nan,51.0,24.0,13.0,nan,41.0,18.0,53.0,nan,nan
1.0,6.0,nan,nan,28.0,9.0,nan,57.5,23.0,nan,nan,50.0
1.0,5.0,nan,50.0,18.666666666666668,nan,26.0,56.0,26.0,nan,nan,nan
2.0,25.0,nan,56.0,31.0,nan,nan,46.5,nan,59.0,21.0,nan
5.0,30.0,22.0,51.0,44.666666666666664,15.0,11.0,53.5,nan,30.0,nan,20.0
12.0,40.0,18.0,53.666666666666664,21.666666666666668,20.0,23.0,51.5,38.5,43.0,nan,34.0
13.0,41.0,22.333333333333332,43.5,27.25,nan,26.5,46.25,40.666666666666664,44.0,nan,25.5
19.0,52.0,20.0,45.333333333333336,25.666666666666668,9.333333333333334,30.0,49.25,18.25,19.0,nan,39.0
13.0,46.0,nan,58.5,27.0,15.5,26.0,43.5,10.0,36.0,nan,10.5
5.0,27.0,nan,47.0,30.0,10.0,28.333333333333332,45.5,33.0,30.0,nan,nan
3.0,16.0,19.5,51.0,32.666666666666664,12.0,nan,46.25,17.0,20.0,nan,nan
2.0,18.0,nan,54.5,23.5,18.0,8.0,46.75,27.333333333333332,39.0,nan,52.0
1.0,12.0,20.0,57.0,25.5,28.5,25.0,35.25,22.25,nan,nan,44.0
2.0,14.0,30.0,51.666666666666664,28.0,nan,29.0,45.0,36.0,nan,nan,22.666666666666668
2.0,20.0,21.0,52.75,34.0,26.0,30.5,38.0,26.0,27.0,16.0,51.0
5.0,40.0,nan,46.5,30.333333333333332,31.0,nan,44.75,21.333333333333332,nan,nan,nan
3.0,33.0,22.0,42.75,28.5,27.0,10.5,41.5,17.5,nan,nan,19.75
4.0,47.0,33.0,54.0,37.5,14.5,nan,43.5,30.666666666666668,43.666666666666664,nan,12.333333333333334
5.0,53.0,nan,53.25,26.666666666666668,6.0,16.0,40.75,22.333333333333332,7.0,nan,3.0
2.0,29.0,30.5,58.0,34.0,nan,37.0,51.25,22.0,21.0,nan,1.0
2.0,29.0,19.5,63.333333333333336,30.5,10.5,18.0,42.0,19.0,34.5,nan,18.0
4.0,46.0,21.0,56.5,33.5,nan,20.666666666666668,46.5,23.5,9.0,nan,nan
4.0,49.0,28.5,51.0,10.0,nan,15.0,64.66666666666667,nan,20.0,nan,18.0
4.0,39.0,nan,51.0,29.5,31.0,21.5,63.333333333333336,12.666666666666666,nan,22.0,nan
3.0,28.0,nan,44.0,21.0,nan,nan,52.0,40.0,nan,nan,nan
2.0,19.0,nan,50.0,22.5,11.0,6.0,50.666666666666664,30.0,nan,nan,17.0
2.0,20.0,nan,53.0,35.0,22.0,4.0,57.0,37.0,nan,nan,7.0
4.0,35.0,30.0,58.0,28.0,nan,29.0,21.5,12.0,23.0,nan,nan
14.0,45.0,nan,59.0,26.0,nan,nan,54.0,35.0,nan,nan,nan
15.0,36.0,23.0,63.0,34.333333333333336,nan,34.0,58.5,39.0,32.0,nan,50.0
4.0,16.0,25.0,53.75,47.0,12.0,23.0,47.75,32.0,49.0,nan,34.0
3.0,11.0,1.0,42.0,38.0,29.0,nan,49.25,26.0,49.0,nan,nan
2.0,8.0,32.0,57.75,27.666666666666668,23.666666666666668,nan,49.75,26.0,41.0,nan,2.5
1.0,6.0,36.0,45.333333333333336,28.666666666666668,33.5,25.0,46.75,24.666666666666668,nan,nan,19.0
1.0,5.0,23.0,59.5,26.0,28.0,27.0,50.5,37.5,35.666666666666664,nan,18.0
1.0,7.0,nan,61.5,35.666666666666664,10.0,18.0,46.25,22.75,13.0,nan,28.0
3.0,17.0,20.0,44.25,29.0,nan,6.0,51.333333333333336,29.0,34.0,nan,nan
2.0,15.0,21.0,57.25,29.0,14.0,7.0,49.5,36.0,27.0,nan,8.0
2.0,12.0,nan,61.0,33.666666666666664,nan,29.0,52.5,25.5,nan,nan,24.5
1.0,11.0,nan,63.5,31.333333333333332,nan,nan,47.333333333333336,24.0,34.0,nan,25.0
1.0,12.0,19.0,47.0,21.5,31.0,nan,50.0,18.666666666666668,nan,nan,nan
1.0,21.0,16.0,49.75,34.0,35.0,nan,47.25,14.0,nan,nan,38.0
5.0,63.0,28.0,55.0,25.0,16.0,30.0,45.0,28.0,34.0,nan,20.0
5.0,48.0,14.0,48.75,33.25,6.0,nan,48.333333333333336,24.0,17.0,nan,nan
3.0,39.0,nan,47.0,27.333333333333332,7.333333333333333,24.0,50.5,23.75,36.0,nan,24.25
2.0,25.0,nan,55.25,34.75,nan,27.0,52.5,32.5,nan,nan,6.666666666666667
1.0,25.0,nan,58.666666666666664,47.0,nan,nan,65.66666666666667,14.0,nan,nan,14.0
2.0,34.0,nan,49.0,37.0,17.0,18.0,47.0,15.0,nan,nan,nan
3.0,49.0,nan,67.0,nan,nan,nan,54.0,nan,21.0,nan,21.5
2.0,33.0,nan,69.5,23.0,nan,nan,29.0,nan,20.0,nan,11.0
2.0,28.0,nan,nan,36.0,nan,nan,nan,18.0,nan,nan,nan
1.0,22.0,23.0,nan,31.0,22.0,nan,59.0,nan,nan,nan,nan
5.0,37.0,nan,63.0,38.333333333333336,nan,38.5,53.5,27.0,nan,nan,nan
9.0,41.0,nan,56.0,46.0,nan,17.0,52.5,18.666666666666668,43.0,30.0,21.0
9.0,35.0,nan,56.666666666666664,37.0,nan,nan,57.0,20.666666666666668,18.0,nan,28.0
6.0,28.0,24.0,57.0,31.0,29.0,nan,57.666666666666664,39.0,34.0,nan,nan
5.0,25.0,nan,53.333333333333336,35.666666666666664,10.0,24.0,44.0,18.0,32.0,nan,41.0
2.0,14.0,11.0,61.0,26.666666666666668,nan,nan,53.0,46.25,31.0,nan,20.0
2.0,12.0,27.0,55.666666666666664,32.0,30.0,nan,38.5,31.5,25.5,25.0,26.0
1.0,7.0,nan,52.666666666666664,35.0,22.0,nan,47.25,18.0,nan,1.0,15.0
1.0,6.0,26.0,63.0,24.0,nan,nan,45.0,7.0,nan,nan,nan
1.0,7.0,27.0,23.0,32.0,nan,nan,48.666666666666664,nan,26.0,nan,1.0
1.0,9.0,nan,42.666666666666664,41.0,nan,nan,57.0,47.0,nan,nan,21.0
1.0,9.0,nan,56.5,36.0,nan,48.0,52.333333333333336,31.0,nan,nan,nan
1.0,9.0,29.0,54.0,34.666666666666664,17.0,18.0,51.666666666666664,31.0,40.0,nan,nan
1.0,18.0,14.0,29.0,29.75,14.0,21.5,45.75,23.0,10.0,nan,16.5
8.0,72.0,nan,51.0,25.5,nan,35.333333333333336,46.25,30.0,41.0,nan,nan
7.0,71.0,nan,60.25,28.666666666666668,13.5,35.333333333333336,51.666666666666664,nan,3.0,nan,6.0
4.0,48.0,nan,66.0,27.333333333333332,20.0,14.0,46.666666666666664,26.0,31.0,nan,14.5
2.0,38.0,19.0,57.0,31.0,12.5,22.0,57.25,31.0,34.0,nan,20.0
1.0,24.0,34.0,58.0,27.333333333333332,7.0,nan,53.333333333333336,29.5,nan,nan,18.5
1.0,28.0,nan,51.666666666666664,24.0,23.5,23.0,39.333333333333336,33.0,nan,nan,7.5
1.0,18.0,nan,54.0,32.333333333333336,2.5,nan,55.75,26.0,nan,nan,24.0
1.0,25.0,nan,52.0,21.0,nan,nan,53.5,39.0,nan,nan,23.0
2.0,30.0,nan,75.0,26.0,nan,nan,35.5,55.0,nan,nan,45.0
13.0,68.0,23.0,63.0,35.333333333333336,10.0,nan,58.0,29.5,55.0,nan,nan
51.0,79.0,nan,61.0,34.666666666666664,nan,nan,47.25,32.75,nan,nan,nan
24.0,56.0,nan,34.25,30.5,12.0,27.0,34.333333333333336,21.0,50.0,nan,19.0
14.0,42.0,32.0,42.666666666666664,40.5,nan,nan,47.0,30.5,23.5,nan,17.0
21.0,58.0,nan,49.333333333333336,27.0,nan,22.0,51.0,26.333333333333332,nan,nan,16.0
17.0,58.0,30.0,65.0,28.0,26.0,nan,45.0,23.333333333333332,56.0,nan,27.0
6.0,37.0,nan,47.5,17.5,9.0,29.0,43.75,8.5,51.0,42.0,20.0
3.0,18.0,23.5,56.25,39.333333333333336,14.5,25.0,55.0,29.0,46.0,nan,25.666666666666668
3.0,18.0,30.0,49.25,28.666666666666668,31.0,26.0,48.25,23.333333333333332,40.0,9.0,18.0
2.0,15.0,nan,56.0,30.0,nan,19.0,40.0,34.0,8.0,nan,7.0
2.0,16.0,nan,41.0,33.0,22.5,31.0,44.25,23.25,52.0,nan,28.0
2.0,18.0,28.0,51.25,27.0,21.0,4.0,48.0,42.0,nan,nan,29.0
1.0,14.0,nan,46.25,31.666666666666668,nan,17.0,50.5,28.5,32.0,nan,22.666666666666668
1.0,13.0,nan,60.25,26.75,19.333333333333332,22.5,43.0,30.0,nan,23.0,12.333333333333334
1.0,15.0,3.0,60.333333333333336,31.0,16.0,nan,46.75,28.5,16.5,11.0,31.5
3.0,39.0,19.0,49.0,26.0,5.0,nan,42.0,32.0,nan,nan,3.0
2.0,33.0,18.0,53.666666666666664,42.5,nan,nan,47.25,26.5,12.0,nan,13.0
2.0,39.0,24.0,53.333333333333336,19.0,3.0,nan,52.5,25.0,39.5,nan,nan
1.0,22.0,nan,59.0,30.333333333333332,11.0,32.0,54.0,38.0,19.0,nan,37.0
1.0,18.0,14.0,59.5,17.5,nan,25.0,58.0,28.0,nan,nan,5.0
1.0,14.0,21.0,53.5,29.5,nan,25.0,55.5,34.0,nan,nan,nan
1.0,14.0,nan,nan,34.5,nan,nan,nan,nan,nan,nan,nan
1.0,14.0,nan,nan,24.0,nan,nan,58.0,nan,nan,nan,nan
1.0,20.0,nan,64.0,24.0,nan,nan,nan,nan,nan,nan,nan
6.0,46.0,31.5,56.0,20.5,nan,23.0,53.5,25.0,29.0,nan,27.0
9.0,56.0,8.0,52.75,23.666666666666668,nan,nan,57.0,31.0,38.0,nan,nan
7.0,31.0,nan,57.0,30.75,nan,19.0,46.5,25.0,28.5,nan,12.0
13.0,41.0,51.0,58.333333333333336,27.75,9.0,18.5,46.0,24.333333333333332,44.0,nan,23.0
11.0,41.0,20.5,45.333333333333336,28.0,27.0,17.5,45.25,25.5,34.0,nan,23.0
5.0,30.0,28.0,44.25,26.25,14.0,21.0,50.25,32.0,19.5,nan,nan
4.0,24.0,27.5,48.0,35.25,31.0,19.5,48.25,39.0,56.0,nan,19.5
2.0,16.0,21.0,53.5,26.0,34.0,25.333333333333332,49.0,21.333333333333332,27.5,nan,16.0
2.0,13.0,1.0,44.333333333333336,31.0,nan,nan,44.5,30.5,9.0,nan,24.5
2.0,14.0,16.0,40.75,26.0,nan,22.0,51.75,28.0,43.0,nan,nan
2.0,14.0,26.0,56.75,42.25,9.0,27.0,42.5,33.0,21.0,nan,20.666666666666668
2.0,16.0,12.0,49.666666666666664,31.0,21.5,23.5,46.25,35.5,38.0,nan,7.0
2.0,15.0,16.0,51.5,37.0,17.5,12.5,51.75,27.0,37.75,nan,19.0
1.0,15.0,15.0,54.25,25.75,nan,nan,47.75,23.5,nan,nan,22.0
1.0,20.0,23.0,51.0,36.0,nan,20.0,50.75,33.75,27.5,nan,27.0
3.0,38.0,nan,48.75,28.25,10.333333333333334,20.333333333333332,38.25,33.25,51.0,nan,nan
2.0,38.0,nan,53.5,37.0,24.0,19.5,47.0,21.333333333333332,nan,33.0,nan
2.0,41.0,33.0,51.0,31.0,7.0,nan,46.75,20.666666666666668,nan,nan,15.333333333333334
2.0,51.0,nan,60.0,34.5,8.0,nan,46.25,37.0,20.0,nan,26.0
1.0,30.0,26.0,54.0,23.0,nan,nan,47.333333333333336,27.0,6.0,nan,43.0
1.0,14.0,22.0,40.0,33.25,nan,nan,56.25,29.5,nan,nan,21.0
1.0,14.0,nan,30.0,21.0,nan,nan,56.0,nan,nan,nan,3.0
1.0,25.0,nan,33.5,19.0,nan,nan,54.0,nan,nan,nan,nan
2.0,32.0,nan,58.5,38.0,12.5,18.0,51.25,15.0,nan,nan,8.5
5.0,52.0,21.0,67.0,32.0,nan,nan,59.666666666666664,26.5,nan,nan,57.0
13.0,68.0,nan,66.0,34.666666666666664,6.0,nan,51.666666666666664,30.0,60.0,nan,2.0
7.0,39.0,nan,55.25,30.5,nan,nan,45.75,27.666666666666668,23.5,nan,25.333333333333332
10.0,34.0,nan,51.5,34.0,13.5,24.0,52.5,24.5,nan,nan,12.666666666666666
8.0,31.0,33.0,51.0,19.75,14.666666666666666,21.5,48.25,28.0,nan,nan,23.5
5.0,27.0,20.0,55.25,29.75,9.0,27.0,51.25,22.666666666666668,36.0,nan,27.5
2.0,17.0,nan,59.25,23.5,26.0,13.0,48.75,22.5,14.5,nan,20.5
2.0,12.0,19.0,48.25,24.0,7.0,20.0,49.25,27.666666666666668,nan,nan,15.0
2.0,11.0,18.5,41.333333333333336,20.5,20.0,23.0,47.5,35.5,39.5,11.0,10.666666666666666
2.0,15.0,18.0,59.25,34.0,24.5,11.0,44.75,34.75,16.0,26.0,41.5
2.0,13.0,21.0,53.25,27.25,20.0,19.0,46.75,19.0,nan,nan,16.666666666666668
2.0,15.0,25.5,50.75,29.5,nan,27.5,48.0,28.0,nan,nan,22.5
1.0,17.0,nan,56.75,37.666666666666664,26.5,14.0,46.0,35.0,38.0,nan,16.0
1.0,21.0,nan,52.5,27.5,25.0,18.0,45.0,35.0,31.333333333333332,nan,21.5
1.0,24.0,nan,62.5,35.666666666666664,22.0,12.0,59.666666666666664,31.666666666666668,nan,nan,24.0
2.0,36.0,27.0,50.333333333333336,23.333333333333332,26.0,26.5,52.0,24.333333333333332,37.0,nan,4.0
8.0,71.0,1.0,51.666666666666664,34.0,1.0,19.0,42.75,26.5,54.0,nan,5.0
8.0,83.0,22.0,58.333333333333336,29.75,nan,50.0,51.666666666666664,35.5,17.0,nan,54.0
5.0,68.0,nan,52.75,23.0,18.0,27.0,45.333333333333336,nan,nan,nan,nan
4.0,59.0,nan,57.333333333333336,32.0,23.666666666666668,nan,60.0,27.0,34.0,nan,7.0
1.0,7.0,31.0,58.666666666666664,31.75,nan,21.0,29.666666666666668,53.0,nan,nan,27.0
1.0,2.0,nan,47.25,35.5,nan,nan,54.5,23.333333333333332,nan,nan,nan
1.0,5.0,nan,38.0,32.5,nan,nan,53.333333333333336,38.0,21.0,nan,nan
1.0,22.0,nan,65.0,40.0,nan,nan,58.0,32.0,nan,nan,nan
7.0,44.0,nan,43.0,50.0,9.0,nan,46.0,17.0,26.0,nan,53.0
34.0,67.0,nan,57.25,28.666666666666668,nan,nan,45.75,32.75,nan,nan,17.0
11.0,35.0,36.0,49.25,40.25,20.5,17.0,48.75,38.333333333333336,36.0,nan,16.0
10.0,34.0,nan,54.75,22.0,10.0,nan,47.5,25.333333333333332,38.0,nan,15.0
4.0,22.0,5.0,51.5,30.0,nan,21.5,46.75,33.0,44.0,nan,21.5
2.0,14.0,20.0,49.0,31.75,9.0,17.0,48.25,30.5,nan,nan,24.0
2.0,15.0,nan,51.25,29.0,7.0,25.0,36.5,24.333333333333332,nan,nan,39.0
3.0,13.0,26.0,54.5,19.25,22.0,22.0,43.5,28.5,42.0,nan,16.0
2.0,11.0,20.5,49.25,32.0,10.5,27.0,44.5,30.0,nan,19.0,9.0
3.0,15.0,30.0,52.0,26.0,14.666666666666666,nan,44.5,27.0,37.0,nan,23.0
2.0,12.0,nan,64.0,37.0,nan,nan,45.75,21.0,41.5,nan,23.0
2.0,14.0,26.0,56.333333333333336,30.0,16.0,nan,52.0,19.5,58.0,nan,20.0
2.0,15.0,15.5,39.666666666666664,25.25,11.0,30.0,47.0,26.0,nan,nan,nan
1.0,15.0,nan,57.75,24.666666666666668,11.0,31.0,48.75,33.25,40.0,nan,nan
1.0,17.0,nan,59.5,27.25,17.0,nan,44.0,38.0,37.0,nan,17.0
6.0,55.0,nan,45.25,27.0,17.5,nan,49.333333333333336,34.0,24.0,nan,18.5
5.0,55.0,nan,50.5,28.5,4.5,29.0,47.0,20.666666666666668,15.666666666666666,nan,15.0
6.0,60.0,15.0,55.0,29.75,8.0,20.0,45.75,29.666666666666668,16.0,nan,29.5
4.0,51.0,18.0,68.0,28.333333333333332,nan,21.0,48.0,22.5,nan,nan,1.0
1.0,26.0,23.0,57.0,31.0,nan,8.666666666666666,39.25,17.0,46.0,nan,nan
1.0,21.0,nan,54.75,31.666666666666668,2.0,10.0,58.0,21.0,nan,13.0,14.0
1.0,10.0,6.0,66.0,31.0,28.0,nan,55.0,34.0,nan,nan,nan
1.0,10.0,26.0,65.5,nan,nan,nan,71.0,nan,nan,nan,33.0
1.0,10.0,nan,34.5,42.666666666666664,nan,nan,55.25,nan,12.0,nan,49.0
3.0,29.0,nan,58.5,44.0,nan,nan,59.0,35.0,28.5,nan,nan
12.0,50.0,nan,44.0,20.0,5.0,nan,54.5,22.0,46.0,nan,21.333333333333332
10.0,44.0,nan,59.0,31.666666666666668,5.0,49.0,52.25,29.0,14.0,nan,nan
7.0,31.0,19.0,52.0,28.0,nan,nan,49.5,27.0,nan,nan,28.5
4.0,23.0,19.0,55.75,33.666666666666664,54.0,21.0,48.0,23.0,33.666666666666664,38.0,26.5
3.0,23.0,32.0,49.75,22.5,17.0,12.0,53.0,34.333333333333336,36.0,nan,28.0
3.0,21.0,27.0,53.25,30.25,17.666666666666668,12.0,47.0,18.5,25.25,27.0,17.0
2.0,13.0,29.0,57.25,27.5,20.0,nan,48.0,30.0,nan,47.0,12.0
2.0,11.0,24.0,47.75,37.5,20.0,nan,51.75,20.0,nan,nan,16.5
3.0,13.0,24.0,53.75,25.666666666666668,15.0,28.0,51.5,25.0,nan,nan,28.666666666666668
2.0,9.0,nan,39.25,14.5,28.0,23.0,44.0,nan,26.0,nan,19.0
2.0,9.0,24.0,52.0,28.0,13.5,27.0,47.333333333333336,27.0,32.0,nan,nan
1.0,12.0,nan,63.5,24.5,31.0,21.0,55.0,21.0,nan,nan,14.0
1.0,13.0,40.0,61.5,27.0,17.5,14.0,51.0,15.0,nan,28.0,17.75
1.0,16.0,13.0,54.0,24.333333333333332,21.0,26.0,56.25,27.0,nan,nan,nan
7.0,47.0,nan,54.0,26.5,2.0,18.5,53.0,33.0,24.0,nan,16.5
10.0,67.0,nan,48.0,30.0,nan,24.0,48.75,28.666666666666668,nan,nan,28.0
3.0,41.0,20.0,47.666666666666664,33.0,nan,nan,32.0,21.5,5.0,nan,32.0
2.0,26.0,32.0,67.0,23.0,9.0,30.0,59.0,30.5,nan,nan,18.0
1.0,10.0,nan,36.0,41.333333333333336,19.0,22.0,53.0,34.0,13.0,nan,19.0
1.0,5.0,28.0,52.5,27.5,20.0,nan,46.5,31.0,68.0,nan,23.0
1.0,4.0,nan,49.5,26.666666666666668,nan,28.0,39.0,40.0,nan,nan,nan
1.0,6.0,23.0,51.5,29.0,nan,16.0,60.0,56.0,nan,nan,nan
1.0,6.0,24.0,41.0,33.333333333333336,28.0,nan,57.5,33.0,36.0,nan,45.0
1.0,16.0,nan,65.33333333333333,nan,nan,33.0,62.5,33.0,nan,nan,nan
4.0,31.0,20.0,43.0,33.333333333333336,nan,nan,58.0,34.0,nan,nan,14.5
3.0,20.0,nan,47.0,29.0,nan,nan,41.5,26.5,nan,nan,28.0
3.0,16.0,19.0,52.5,nan,nan,33.0,57.666666666666664,28.0,nan,nan,20.5
4.0,20.0,22.0,58.0,35.0,15.0,47.0,55.5,nan,nan,nan,9.0
3.0,15.0,27.0,51.0,30.25,20.5,nan,49.25,25.0,nan,nan,9.0
2.0,10.0,nan,61.0,29.333333333333332,nan,9.0,42.333333333333336,18.0,nan,nan,26.666666666666668
1.0,10.0,nan,50.0,25.333333333333332,15.5,26.0,49.0,17.666666666666668,nan,nan,37.0
1.0,8.0,nan,57.25,23.5,nan,32.0,55.5,28.0,nan,nan,45.0
2.0,7.0,nan,61.0,29.0,9.0,42.0,45.75,30.0,nan,nan,17.5
1.0,6.0,nan,68.5,26.0,nan,26.0,54.0,21.0,nan,5.0,1.0
1.0,8.0,nan,54.5,43.5,nan,nan,57.666666666666664,33.666666666666664,62.0,nan,18.333333333333332
1.0,8.0,nan,65.33333333333333,26.5,21.0,nan,62.0,34.25,32.0,nan,36.0
1.0,8.0,36.0,55.0,19.0,10.5,nan,59.0,24.0,54.0,nan,17.0
1.0,14.0,nan,52.333333333333336,23.75,21.0,nan,50.0,32.0,nan,nan,14.0
1.0,15.0,20.5,54.0,24.0,15.0,22.5,48.25,15.0,nan,nan,11.0
2.0,29.0,37.666666666666664,52.25,29.0,12.0,20.0,48.666666666666664,28.0,nan,nan,42.0
3.0,41.0,2.0,52.0,29.333333333333332,nan,26.0,37.0,17.0,nan,nan,nan
2.0,30.0,nan,57.333333333333336,30.0,7.0,nan,49.0,26.0,23.5,nan,nan
1.0,26.0,36.0,45.666666666666664,26.5,nan,nan,65.0,32.0,nan,nan,nan
2.0,31.0,nan,62.0,23.5,nan,nan,52.666666666666664,40.0,84.0,nan,42.5
1.0,21.0,nan,51.0,18.0,15.5,nan,nan,21.5,nan,nan,nan
1.0,14.0,nan,55.5,34.0,23.5,nan,55.0,31.0,nan,nan,9.0
1.0,7.0,nan,70.0,40.0,27.0,nan,nan,nan,nan,nan,29.0
1.0,10.0,nan,76.0,27.0,nan,nan,54.5,30.0,nan,nan,14.0
3.0,22.0,nan,53.75,33.0,nan,63.0,54.666666666666664,43.5,nan,nan,27.0
3.0,21.0,nan,66.0,45.5,nan,nan,48.5,60.0,37.0,nan,nan
3.0,15.0,6.0,61.333333333333336,33.0,nan,25.0,61.5,22.0,nan,nan,25.5
2.0,13.0,14.0,52.666666666666664,40.0,9.0,20.0,54.5,37.0,nan,nan,14.0
2.0,8.0,4.0,60.25,28.0,24.0,26.5,47.75,35.0,nan,nan,17.5
1.0,6.0,21.0,62.0,35.333333333333336,nan,nan,55.5,nan,nan,nan,46.0
