BenzAGS2018,CO#AGS2018,NO#AGS2018,NO2AGS2018,O3#AGS2018,PM10AGS2018,PM2.5AGS2018,SO2AGS2018,Πλατεια Αγιας Σοφιας(1264),Ερμου(2378),Καρολου Ντηλ(2872),Καρολου Ντηλ(3026),Πλατεια Αγιας Σοφιας(695),Ερμου(808),Πλατεια Αγιας Σοφιας(890),Πλατεια Αγιας Σοφιας(919),Ερμου(975)
1.71,nan,6.0,12.0,92.0,25.0,14.0,3.0,16.0,23.0,12.0,47.5,nan,24.5,30.0,nan,nan
1.59,nan,6.0,11.0,79.0,26.0,11.0,3.0,nan,29.5,13.0,39.5,nan,25.0,nan,nan,32.5
1.77,nan,6.0,10.0,71.0,27.0,10.0,3.0,nan,nan,nan,37.0,nan,nan,nan,nan,nan
1.8,nan,7.0,12.0,29.0,28.0,9.0,3.0,nan,16.0,nan,60.0,nan,nan,nan,nan,25.0
2.09,nan,10.0,16.0,26.0,43.0,17.0,3.0,18.0,21.0,nan,nan,28.0,nan,nan,21.0,nan
3.24,nan,21.0,21.0,5.0,43.0,17.0,3.0,14.0,nan,23.0,23.0,14.0,27.0,17.0,nan,20.0
4.32,nan,30.0,27.0,33.0,49.0,19.0,4.0,nan,14.5,19.0,16.0,16.0,26.0,17.666666666666668,nan,9.5
4.69,nan,28.0,33.0,28.0,39.0,12.0,4.0,8.0,19.75,17.0,24.5,16.333333333333332,20.666666666666668,14.25,18.5,15.75
4.76,nan,19.0,35.0,50.0,89.0,21.0,3.0,15.75,14.25,18.666666666666668,20.75,18.5,23.0,13.5,18.0,nan
5.75,nan,12.0,32.0,58.0,54.0,15.0,3.0,13.333333333333334,14.0,12.75,16.0,9.5,17.75,8.5,6.5,9.75
5.22,nan,9.0,31.0,82.0,37.0,16.0,3.0,10.666666666666666,8.333333333333334,20.5,12.75,6.5,18.5,8.666666666666666,15.5,12.0
2.68,nan,6.0,22.0,98.0,34.0,15.0,2.0,22.0,12.0,17.25,14.25,10.666666666666666,21.0,3.6666666666666665,10.0,17.0
2.67,nan,6.0,24.0,66.0,44.0,12.0,2.0,17.0,15.75,17.333333333333332,13.25,11.0,25.0,18.0,14.0,23.0
4.28,nan,8.0,31.0,68.0,59.0,19.0,2.0,13.0,32.5,24.0,21.25,13.0,19.333333333333332,10.333333333333334,nan,nan
2.61,nan,5.0,23.0,75.0,40.0,18.0,2.0,21.0,18.333333333333332,16.5,11.5,11.333333333333334,28.0,10.5,12.5,24.666666666666668
3.26,nan,6.0,23.0,68.0,31.0,18.0,2.0,16.0,23.333333333333332,28.5,18.333333333333332,14.333333333333334,18.75,16.5,11.0,13.0
3.43,nan,5.0,23.0,79.0,30.0,18.0,3.0,13.0,27.5,27.75,21.25,13.0,16.0,10.0,nan,13.0
2.84,nan,6.0,22.0,73.0,33.0,21.0,3.0,14.666666666666666,16.0,19.666666666666668,17.0,13.0,18.0,9.0,14.5,nan
3.86,nan,6.0,22.0,61.0,30.0,18.0,3.0,15.0,25.0,16.5,13.5,3.0,28.0,10.666666666666666,10.0,nan
3.35,nan,6.0,22.0,58.0,47.0,22.0,3.0,11.0,nan,27.0,20.0,10.5,21.25,8.5,nan,16.5
2.95,nan,6.0,19.0,60.0,41.0,22.0,3.0,14.0,27.5,18.5,18.5,13.5,20.0,14.0,nan,nan
2.95,nan,6.0,20.0,55.0,42.0,20.0,3.0,8.0,28.0,33.5,32.25,13.0,23.666666666666668,13.333333333333334,14.333333333333334,35.0
3.13,nan,7.0,19.0,35.0,47.0,23.0,3.0,17.5,24.5,22.0,25.0,nan,31.5,14.5,23.0,20.5
3.66,nan,7.0,21.0,73.0,41.0,23.0,3.0,15.666666666666666,30.333333333333332,23.25,27.333333333333332,nan,31.333333333333332,11.0,nan,38.0
0.97,nan,5.0,12.0,85.0,63.0,15.0,3.0,nan,22.0,19.5,23.333333333333332,14.0,33.5,16.0,nan,6.0
1.05,nan,5.0,8.0,79.0,42.0,11.0,3.0,nan,28.0,37.0,34.666666666666664,nan,28.5,nan,nan,nan
0.25,nan,5.0,6.0,70.0,37.0,13.0,3.0,nan,22.0,42.0,29.0,27.0,26.0,23.0,16.0,nan
0.19,nan,5.0,5.0,65.0,26.0,14.0,3.0,19.0,35.5,13.333333333333334,17.0,nan,24.0,26.0,nan,14.0
0.23,nan,5.0,5.0,63.0,54.0,12.0,3.0,11.0,27.0,12.0,42.0,17.0,33.0,10.5,nan,nan
0.15,nan,5.0,7.0,67.0,37.0,10.0,3.0,nan,30.0,41.0,nan,nan,33.0,nan,nan,nan
0.31,nan,5.0,8.0,68.0,50.0,11.0,3.0,26.0,33.0,nan,23.5,17.0,28.333333333333332,17.0,15.0,21.5
0.55,nan,5.0,10.0,70.0,42.0,11.0,3.0,nan,17.666666666666668,34.333333333333336,24.0,19.0,25.666666666666668,17.0,nan,nan
1.23,nan,6.0,14.0,68.0,48.0,12.0,3.0,10.5,18.0,16.0,19.0,14.0,25.666666666666668,8.5,nan,17.0
1.54,nan,5.0,12.0,74.0,44.0,8.0,3.0,15.666666666666666,15.0,21.0,18.25,11.0,27.5,18.5,nan,14.0
1.39,nan,5.0,13.0,68.0,60.0,8.0,3.0,15.0,16.0,18.333333333333332,13.0,19.0,24.5,19.0,nan,19.5
2.54,nan,5.0,16.0,66.0,39.0,9.0,3.0,10.666666666666666,16.75,16.333333333333332,19.0,11.5,20.75,11.75,14.0,12.5
1.63,nan,6.0,16.0,64.0,29.0,12.0,3.0,18.666666666666668,21.0,19.0,20.5,7.0,22.5,10.333333333333334,15.0,20.0
1.99,nan,5.0,15.0,63.0,26.0,13.0,3.0,16.0,19.0,24.5,11.333333333333334,12.333333333333334,22.333333333333332,12.5,nan,nan
1.83,nan,5.0,15.0,66.0,25.0,10.0,3.0,15.0,7.666666666666667,13.333333333333334,13.666666666666666,17.0,23.333333333333332,9.0,18.5,20.5
1.66,nan,6.0,15.0,64.0,20.0,12.0,3.0,16.0,14.0,37.0,19.0,15.0,22.666666666666668,14.333333333333334,15.0,nan
1.35,nan,6.0,16.0,59.0,24.0,11.0,3.0,23.0,28.0,16.0,28.0,16.333333333333332,21.0,nan,9.0,31.0
1.62,nan,6.0,19.0,55.0,20.0,12.0,3.0,10.5,11.0,18.5,20.0,12.0,20.25,nan,11.5,15.0
2.05,nan,8.0,24.0,51.0,17.0,10.0,3.0,11.333333333333334,15.5,18.333333333333332,14.5,8.5,19.666666666666668,9.0,11.0,11.0
2.1,nan,6.0,22.0,61.0,21.0,13.0,5.0,nan,18.5,20.0,25.333333333333332,4.0,26.666666666666668,8.25,13.0,11.0
1.48,nan,6.0,16.0,58.0,24.0,16.0,3.0,14.0,25.0,24.0,32.0,14.0,24.666666666666668,14.666666666666666,13.0,33.0
1.54,nan,6.0,13.0,58.0,23.0,16.0,7.0,nan,24.0,9.0,36.333333333333336,nan,25.666666666666668,17.666666666666668,nan,23.333333333333332
1.1,nan,5.0,10.0,62.0,26.0,16.0,9.0,9.0,23.0,24.0,18.333333333333332,nan,23.5,8.0,nan,13.0
0.81,nan,5.0,9.0,63.0,22.0,12.0,5.0,15.0,26.0,13.0,31.0,17.5,34.0,10.0,nan,19.333333333333332
0.45,nan,5.0,7.0,64.0,20.0,9.0,4.0,nan,25.666666666666668,nan,21.5,25.0,28.5,nan,20.0,26.5
0.36,nan,4.0,6.0,67.0,14.0,8.0,4.0,19.0,20.5,36.0,nan,nan,nan,15.0,nan,23.0
0.27,nan,5.0,5.0,68.0,15.0,8.0,3.0,19.0,16.0,25.0,56.0,nan,35.0,nan,nan,nan
0.33,nan,5.0,5.0,64.0,17.0,7.0,3.0,nan,22.0,42.0,46.0,nan,34.0,26.0,18.0,nan
0.49,nan,5.0,6.0,60.0,12.0,8.0,3.0,nan,nan,30.0,29.0,nan,33.0,13.0,nan,nan
0.23,nan,4.0,7.0,68.0,15.0,10.0,3.0,17.0,37.0,nan,10.0,23.0,32.0,nan,nan,nan
0.26,nan,5.0,10.0,56.0,13.0,11.0,3.0,22.0,12.0,31.0,35.5,nan,28.0,nan,nan,nan
0.41,nan,6.0,11.0,50.0,18.0,12.0,3.0,nan,22.0,24.5,38.5,15.0,25.0,nan,17.5,21.0
0.69,nan,6.0,12.0,49.0,38.0,8.0,3.0,20.5,32.333333333333336,17.0,27.0,16.0,nan,nan,nan,nan
0.87,nan,6.0,12.0,46.0,19.0,6.0,3.0,15.333333333333334,15.0,nan,26.333333333333332,14.0,28.0,16.0,17.0,nan
0.99,nan,6.0,12.0,52.0,19.0,10.0,3.0,22.0,24.0,12.0,14.5,12.0,21.0,15.0,14.0,8.0
1.07,nan,6.0,13.0,58.0,19.0,10.0,3.0,14.0,22.0,4.0,21.0,17.0,25.0,14.333333333333334,17.0,nan
1.66,nan,6.0,14.0,71.0,32.0,8.0,3.0,20.0,16.5,27.5,24.25,nan,26.0,15.0,12.0,27.0
1.36,nan,5.0,12.0,74.0,27.0,11.0,3.0,16.333333333333332,20.666666666666668,nan,30.0,13.5,33.5,17.0,6.0,nan
1.16,nan,5.0,12.0,72.0,27.0,11.0,3.0,nan,nan,24.0,32.5,16.0,27.0,4.0,nan,nan
1.5,nan,5.0,11.0,73.0,26.0,12.0,3.0,18.666666666666668,25.0,26.0,25.5,8.0,25.0,23.0,nan,28.0
1.86,nan,5.0,11.0,69.0,29.0,12.0,3.0,17.0,nan,nan,13.666666666666666,18.5,42.0,26.0,nan,nan
2.23,nan,6.0,13.0,64.0,23.0,11.0,3.0,12.0,29.0,16.0,18.666666666666668,14.0,24.666666666666668,22.0,nan,19.0
2.58,nan,6.0,15.0,58.0,26.0,12.0,3.0,11.5,14.333333333333334,10.5,12.666666666666666,12.0,25.0,8.0,nan,18.666666666666668
4.51,nan,8.0,19.0,39.0,34.0,14.0,3.0,nan,11.666666666666666,9.333333333333334,19.25,16.5,21.0,nan,16.0,8.0
3.78,nan,8.0,21.0,33.0,37.0,18.0,4.0,13.0,22.0,18.0,17.75,11.0,25.333333333333332,14.0,nan,18.0
4.11,nan,9.0,21.0,18.0,37.0,19.0,3.0,nan,25.0,33.0,35.5,14.5,nan,15.0,nan,24.0
3.4,nan,9.0,21.0,6.0,35.0,14.0,3.0,21.0,26.5,5.0,nan,18.0,14.0,nan,nan,21.0
3.41,nan,8.0,19.0,43.0,35.0,17.0,3.0,12.0,34.0,nan,34.0,nan,nan,nan,15.0,nan
1.11,nan,6.0,13.0,62.0,23.0,13.0,3.0,nan,nan,nan,45.0,nan,nan,nan,nan,32.5
0.66,nan,6.0,10.0,59.0,18.0,10.0,3.0,nan,24.0,nan,41.0,nan,nan,nan,nan,nan
0.56,nan,6.0,8.0,58.0,19.0,9.0,3.0,nan,nan,48.0,49.0,nan,nan,nan,nan,nan
0.91,nan,6.0,8.0,54.0,19.0,8.0,3.0,nan,31.0,nan,46.0,nan,nan,nan,nan,6.0
0.72,nan,6.0,10.0,47.0,19.0,8.0,3.0,nan,nan,18.0,45.0,nan,nan,nan,nan,nan
1.71,nan,8.0,17.0,29.0,17.0,9.0,3.0,nan,30.0,39.0,21.0,19.5,17.0,31.0,nan,20.0
4.7,nan,9.0,22.0,39.0,21.0,10.0,3.0,13.5,12.0,29.0,21.0,11.0,21.75,14.5,nan,20.0
2.41,nan,8.0,22.0,55.0,20.0,9.0,3.0,13.333333333333334,18.25,14.5,18.0,11.0,21.75,11.5,16.0,14.666666666666666
1.97,nan,7.0,20.0,59.0,23.0,8.0,3.0,17.5,16.25,27.0,19.0,11.25,25.25,9.0,nan,nan
3.81,nan,7.0,22.0,47.0,23.0,8.0,3.0,12.0,14.5,17.5,17.0,13.5,19.75,14.5,9.0,17.5
5.84,nan,12.0,28.0,57.0,26.0,18.0,3.0,14.0,13.0,21.0,18.333333333333332,12.0,17.5,14.0,15.0,15.666666666666666
4.03,nan,7.0,26.0,61.0,27.0,14.0,3.0,11.75,19.5,17.5,17.666666666666668,10.5,23.75,14.333333333333334,11.25,11.5
2.71,nan,6.0,22.0,65.0,43.0,13.0,3.0,12.25,22.25,25.0,10.75,9.5,22.25,11.666666666666666,12.0,26.0
3.46,nan,7.0,21.0,61.0,39.0,15.0,3.0,15.666666666666666,17.0,13.0,14.5,11.75,15.0,8.0,18.0,24.0
3.91,nan,6.0,22.0,63.0,22.0,12.0,3.0,12.5,21.0,43.0,18.0,11.25,20.333333333333332,10.666666666666666,nan,25.0
4.74,nan,7.0,23.0,52.0,24.0,9.0,3.0,18.0,23.333333333333332,15.0,17.0,7.666666666666667,22.5,13.5,9.5,21.333333333333332
5.17,nan,7.0,23.0,52.0,25.0,9.0,3.0,14.0,25.0,15.0,20.5,11.0,22.0,11.0,6.5,27.0
4.32,nan,10.0,26.0,46.0,23.0,12.0,3.0,10.333333333333334,23.666666666666668,17.5,17.5,11.0,21.333333333333332,8.333333333333334,7.333333333333333,15.0
4.14,nan,9.0,28.0,53.0,22.0,13.0,3.0,13.5,20.666666666666668,12.0,13.333333333333334,13.0,30.5,13.0,nan,24.0
3.29,nan,8.0,25.0,39.0,28.0,15.0,3.0,7.5,32.0,19.0,12.0,10.0,29.0,nan,11.0,18.5
3.02,nan,7.0,22.0,47.0,30.0,17.0,3.0,26.0,26.5,31.0,23.0,16.0,27.0,14.0,15.0,20.0
2.44,nan,7.0,20.0,45.0,25.0,17.0,3.0,13.0,24.5,nan,29.0,10.0,20.333333333333332,nan,nan,nan
2.39,nan,7.0,19.0,49.0,26.0,15.0,3.0,nan,32.0,nan,35.0,23.0,nan,nan,22.0,32.0
1.84,nan,6.0,16.0,58.0,20.0,12.0,3.0,17.0,30.666666666666668,nan,20.5,19.0,26.666666666666668,nan,nan,31.5
1.6,nan,6.0,14.0,52.0,20.0,9.0,3.0,nan,18.0,16.0,nan,13.0,30.5,nan,nan,nan
1.54,nan,6.0,11.0,57.0,18.0,9.0,3.0,26.0,nan,nan,38.0,nan,nan,nan,nan,nan
0.41,nan,6.0,8.0,61.0,18.0,9.0,3.0,nan,nan,13.0,19.0,nan,nan,nan,19.0,nan
0.31,nan,6.0,9.0,36.0,18.0,9.0,3.0,15.0,33.0,nan,nan,nan,nan,nan,nan,25.0
2.04,nan,8.0,16.0,12.0,15.0,7.0,3.0,nan,42.0,19.0,13.0,nan,35.0,10.0,nan,nan
1.89,nan,10.0,22.0,17.0,24.0,10.0,3.0,20.0,20.0,20.333333333333332,43.0,18.0,30.5,18.0,nan,nan
3.0,nan,11.0,25.0,25.0,23.0,13.0,3.0,17.5,20.333333333333332,21.5,13.75,10.0,21.0,22.5,nan,20.5
2.23,nan,8.0,24.0,63.0,22.0,12.0,3.0,13.0,14.0,27.0,16.333333333333332,nan,27.25,19.0,nan,17.0
1.98,nan,8.0,22.0,47.0,26.0,10.0,3.0,11.666666666666666,13.25,19.0,18.333333333333332,14.0,20.75,8.75,8.0,17.5
4.88,nan,15.0,27.0,30.0,21.0,14.0,3.0,10.0,16.0,13.0,22.25,12.0,20.333333333333332,11.25,nan,14.5
3.71,nan,13.0,28.0,34.0,27.0,21.0,3.0,13.0,16.0,20.333333333333332,13.25,6.5,17.666666666666668,10.5,8.0,21.666666666666668
3.73,nan,12.0,28.0,33.0,26.0,17.0,3.0,6.333333333333333,12.333333333333334,17.0,22.75,8.0,16.666666666666668,12.666666666666666,10.0,14.5
4.14,nan,12.0,28.0,45.0,26.0,17.0,3.0,13.5,18.666666666666668,10.5,14.75,8.0,21.0,8.5,nan,20.0
2.14,nan,6.0,18.0,63.0,17.0,12.0,3.0,12.333333333333334,16.666666666666668,22.0,14.0,9.25,23.25,9.0,15.0,30.0
2.24,nan,7.0,19.0,49.0,27.0,11.0,3.0,13.0,22.5,9.0,19.75,6.0,14.666666666666666,6.0,9.0,13.5
2.6,nan,8.0,22.0,50.0,22.0,11.0,3.0,10.666666666666666,16.5,12.333333333333334,14.5,6.666666666666667,16.0,11.0,12.666666666666666,19.666666666666668
3.28,nan,11.0,22.0,16.0,16.0,12.0,3.0,7.25,15.666666666666666,16.25,11.25,8.0,9.5,8.333333333333334,nan,16.666666666666668
7.09,nan,28.0,27.0,1.0,16.0,18.0,3.0,10.5,13.666666666666666,12.0,8.0,6.333333333333333,5.666666666666667,5.0,6.0,15.5
6.33,nan,32.0,28.0,15.0,33.0,31.0,3.0,12.0,16.333333333333332,12.0,11.666666666666666,9.0,14.25,9.5,10.0,18.5
5.54,nan,27.0,26.0,6.0,23.0,19.0,3.0,17.0,nan,14.333333333333334,20.5,14.0,23.5,7.0,12.0,nan
3.87,nan,23.0,24.0,2.0,29.0,28.0,3.0,15.333333333333334,24.666666666666668,17.5,24.333333333333332,4.0,22.333333333333332,9.0,16.0,23.0
2.66,nan,15.0,22.0,25.0,31.0,22.0,3.0,nan,11.5,31.5,36.0,16.0,25.5,16.0,nan,24.0
1.62,nan,8.0,17.0,43.0,19.0,14.0,3.0,15.0,26.0,37.0,25.666666666666668,nan,28.333333333333332,nan,12.0,24.0
1.22,nan,6.0,13.0,87.0,12.0,10.0,3.0,14.5,23.5,17.0,16.5,nan,nan,nan,15.0,27.0
0.43,nan,6.0,9.0,83.0,9.0,8.0,3.0,25.0,nan,nan,18.5,nan,nan,nan,18.0,nan
0.37,nan,6.0,8.0,68.0,8.0,6.0,3.0,21.0,nan,nan,17.0,8.0,21.0,29.0,16.0,nan
0.48,nan,6.0,7.0,68.0,9.0,6.0,3.0,nan,nan,nan,18.0,nan,nan,nan,nan,nan
0.2,nan,6.0,7.0,65.0,10.0,5.0,3.0,20.0,27.0,34.0,25.0,nan,nan,nan,21.0,nan
0.35,nan,6.0,9.0,53.0,11.0,6.0,3.0,nan,19.0,nan,20.0,nan,nan,nan,nan,26.0
1.0,nan,6.0,12.0,53.0,12.0,9.0,3.0,17.5,nan,37.0,16.333333333333332,14.0,21.0,18.0,4.0,17.0
1.46,nan,7.0,15.0,44.0,16.0,12.0,3.0,12.5,14.75,25.0,17.0,17.0,27.333333333333332,18.0,18.0,11.0
2.87,nan,10.0,21.0,48.0,24.0,9.0,3.0,12.666666666666666,15.666666666666666,18.666666666666668,13.333333333333334,18.666666666666668,28.0,15.0,13.0,12.0
2.25,nan,12.0,26.0,55.0,34.0,9.0,3.0,9.666666666666666,16.5,16.25,18.333333333333332,nan,21.75,9.0,15.0,18.0
2.39,nan,8.0,26.0,56.0,39.0,11.0,3.0,14.75,16.0,11.5,18.0,7.333333333333333,19.5,12.5,12.333333333333334,19.0
2.72,nan,8.0,24.0,60.0,35.0,8.0,3.0,9.333333333333334,14.0,21.666666666666668,13.25,7.75,19.333333333333332,9.0,5.5,19.0
3.57,nan,11.0,28.0,48.0,28.0,10.0,3.0,12.666666666666666,12.333333333333334,16.25,12.75,6.0,22.5,17.0,13.0,17.0
4.53,nan,11.0,31.0,50.0,75.0,13.0,3.0,12.333333333333334,10.333333333333334,22.5,18.5,6.0,22.5,9.0,19.666666666666668,nan
4.41,nan,9.0,29.0,55.0,30.0,12.0,3.0,21.0,17.0,13.25,13.0,11.5,15.333333333333334,4.0,10.0,20.666666666666668
3.82,nan,8.0,26.0,64.0,31.0,14.0,3.0,9.0,15.0,11.333333333333334,15.666666666666666,10.0,20.666666666666668,8.0,8.0,19.0
4.02,nan,9.0,25.0,49.0,23.0,11.0,3.0,11.666666666666666,18.0,21.5,21.75,9.666666666666666,16.5,9.5,11.0,16.75
4.01,nan,11.0,27.0,30.0,15.0,9.0,3.0,14.0,11.5,8.0,22.25,6.666666666666667,9.25,8.666666666666666,13.0,16.0
3.76,nan,13.0,28.0,38.0,10.0,8.0,3.0,11.0,24.666666666666668,13.666666666666666,11.0,12.0,15.333333333333334,nan,nan,8.0
3.78,nan,13.0,26.0,30.0,10.0,12.0,3.0,14.333333333333334,21.25,15.75,20.333333333333332,6.5,10.666666666666666,8.0,16.0,14.5
4.81,nan,15.0,25.0,28.0,11.0,10.0,3.0,11.0,16.5,16.666666666666668,18.333333333333332,nan,21.0,18.0,5.0,23.666666666666668
5.35,nan,16.0,26.0,11.0,13.0,10.0,3.0,13.0,22.0,22.5,25.75,15.0,24.0,14.333333333333334,3.0,22.666666666666668
4.17,nan,15.0,24.0,34.0,21.0,18.0,3.0,19.0,16.5,18.0,11.0,14.0,33.0,16.666666666666668,12.0,15.0
2.2,nan,9.0,20.0,41.0,17.0,9.0,3.0,15.0,28.333333333333332,14.0,8.0,31.0,23.0,12.0,nan,25.0
2.04,nan,8.0,16.0,47.0,11.0,8.0,3.0,nan,23.666666666666668,14.5,35.0,13.0,24.0,21.0,nan,nan
2.06,nan,8.0,14.0,38.0,9.0,6.0,3.0,nan,35.5,26.75,32.0,nan,nan,22.0,nan,8.5
1.23,nan,6.0,11.0,36.0,9.0,4.0,3.0,nan,nan,2.0,nan,nan,24.0,nan,19.0,nan
0.43,nan,6.0,8.0,34.0,6.0,3.0,3.0,nan,nan,35.5,nan,nan,nan,nan,nan,nan
0.67,nan,6.0,8.0,25.0,8.0,4.0,3.0,22.0,nan,16.0,nan,nan,nan,nan,nan,nan
0.73,nan,6.0,9.0,19.0,8.0,7.0,3.0,nan,45.0,nan,nan,nan,nan,19.0,nan,nan
1.5,nan,8.0,13.0,18.0,10.0,7.0,3.0,15.0,nan,nan,17.75,26.0,24.5,20.0,nan,nan
2.65,nan,11.0,17.0,9.0,11.0,9.0,3.0,17.666666666666668,23.666666666666668,26.0,17.75,nan,27.5,15.0,18.0,20.0
4.17,nan,16.0,19.0,8.0,11.0,nan,3.0,10.0,16.25,12.5,15.5,11.0,19.333333333333332,17.0,14.0,20.0
nan,nan,nan,nan,nan,nan,nan,nan,14.25,16.333333333333332,18.5,20.5,14.0,22.0,8.0,11.0,13.5
5.05,nan,17.0,26.0,22.0,nan,nan,3.0,12.0,13.666666666666666,12.666666666666666,13.75,11.0,17.75,11.0,10.0,13.25
5.74,nan,12.0,25.0,38.0,28.0,10.0,3.0,9.25,11.0,15.666666666666666,11.333333333333334,10.0,15.333333333333334,10.0,11.666666666666666,20.0
4.41,nan,8.0,23.0,59.0,22.0,10.0,3.0,13.0,14.25,12.0,14.25,13.5,11.25,7.5,15.0,26.0
3.75,nan,8.0,25.0,43.0,31.0,10.0,3.0,11.666666666666666,18.0,16.5,16.0,9.0,16.0,9.0,13.5,nan
4.88,nan,10.0,27.0,49.0,27.0,11.0,3.0,16.666666666666668,16.0,16.666666666666668,18.5,11.0,16.0,6.0,18.0,16.0
3.51,nan,8.0,25.0,44.0,23.0,13.0,3.0,15.0,17.0,16.5,16.75,10.333333333333334,22.0,7.5,nan,18.5
4.6,nan,9.0,26.0,49.0,25.0,12.0,3.0,8.0,17.5,13.5,25.666666666666668,9.5,16.75,11.0,5.5,16.0
4.33,nan,9.0,25.0,39.0,19.0,9.0,3.0,5.75,18.25,12.75,14.666666666666666,5.75,11.0,9.25,2.5,14.75
5.16,nan,15.0,30.0,33.0,21.0,11.0,3.0,7.0,11.5,15.0,15.25,7.75,6.666666666666667,6.75,5.666666666666667,10.0
4.81,nan,13.0,31.0,24.0,13.0,10.0,3.0,10.0,nan,16.75,14.0,4.666666666666667,16.5,10.0,8.5,15.0
5.75,nan,16.0,30.0,19.0,28.0,17.0,3.0,14.5,13.0,14.0,12.666666666666666,2.0,22.5,11.5,14.333333333333334,1.0
3.34,nan,10.0,26.0,24.0,26.0,12.0,3.0,12.0,19.5,21.0,27.5,19.0,25.75,20.5,12.0,31.0
2.99,nan,11.0,23.0,11.0,28.0,22.0,4.0,17.0,22.75,12.0,26.5,nan,30.5,17.0,17.0,26.0
3.23,nan,10.0,21.0,24.0,24.0,15.0,3.0,19.0,28.0,17.0,26.75,14.0,20.0,16.0,nan,38.0
1.5,nan,6.0,15.0,39.0,18.0,11.0,3.0,20.0,24.666666666666668,38.0,26.0,nan,27.0,nan,nan,55.0
1.26,nan,6.0,13.0,34.0,16.0,11.0,3.0,nan,32.0,20.0,32.0,16.0,nan,nan,nan,36.0
0.94,nan,6.0,10.0,42.0,15.0,10.0,3.0,nan,40.0,24.0,22.5,7.0,4.0,13.0,nan,12.0
0.7,nan,6.0,8.0,45.0,15.0,10.0,3.0,nan,20.0,11.0,21.0,nan,nan,20.0,17.0,42.0
0.65,nan,6.0,9.0,32.0,14.0,10.0,4.0,nan,nan,nan,50.0,nan,37.0,nan,nan,nan
1.56,nan,10.0,14.0,3.0,16.0,9.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.71,nan,19.0,20.0,3.0,27.0,13.0,5.0,18.0,27.5,10.5,23.5,nan,31.5,20.0,15.5,nan
3.93,nan,21.0,26.0,17.0,33.0,12.0,4.0,11.0,18.25,17.0,15.25,22.0,16.333333333333332,12.5,nan,22.0
4.55,nan,19.0,29.0,30.0,22.0,13.0,8.0,12.5,13.0,25.5,19.666666666666668,16.0,27.0,18.0,15.0,26.0
4.38,nan,16.0,30.0,34.0,24.0,15.0,13.0,12.333333333333334,15.75,19.0,16.5,13.0,21.5,6.0,16.0,26.0
6.13,nan,13.0,31.0,41.0,23.0,16.0,7.0,7.75,17.333333333333332,14.0,14.75,8.25,19.0,12.333333333333334,10.0,16.666666666666668
4.52,nan,11.0,29.0,46.0,21.0,10.0,4.0,12.0,10.333333333333334,20.25,13.75,7.666666666666667,19.5,9.666666666666666,10.0,16.75
nan,nan,17.0,31.0,51.0,22.0,7.0,4.0,15.75,13.0,18.333333333333332,13.0,10.5,18.0,7.0,9.0,15.0
nan,nan,4.0,17.0,55.0,28.0,11.0,5.0,11.0,10.0,25.0,10.25,7.0,22.5,9.0,13.333333333333334,18.0
3.06,nan,5.0,20.0,66.0,39.0,11.0,5.0,20.25,22.0,18.5,19.666666666666668,4.0,12.333333333333334,6.5,15.0,26.0
3.46,nan,5.0,21.0,63.0,18.0,10.0,5.0,10.0,19.5,15.25,15.0,18.0,18.25,9.5,8.0,19.0
3.32,nan,6.0,24.0,50.0,19.0,11.0,6.0,16.75,17.5,12.0,14.75,9.666666666666666,9.0,12.0,12.333333333333334,21.5
4.2,nan,7.0,26.0,52.0,22.0,9.0,5.0,3.5,30.0,20.5,31.0,8.666666666666666,29.0,7.0,13.0,16.0
4.6,nan,7.0,26.0,51.0,24.0,12.0,6.0,20.5,23.333333333333332,19.0,17.0,7.666666666666667,20.5,11.0,17.0,15.0
3.83,nan,7.0,25.0,39.0,28.0,11.0,5.0,16.0,20.0,13.666666666666666,18.25,16.0,15.25,7.75,11.0,23.0
3.98,nan,11.0,27.0,23.0,19.0,8.0,5.0,14.75,20.666666666666668,33.0,15.333333333333334,11.5,23.0,8.0,14.0,nan
5.64,nan,15.0,30.0,5.0,20.0,15.0,5.0,20.5,13.5,28.0,19.5,5.5,22.666666666666668,12.5,1.0,9.333333333333334
6.79,nan,28.0,33.0,nan,26.0,14.0,6.0,14.0,13.333333333333334,13.0,23.25,28.0,28.0,13.0,10.5,14.5
6.05,nan,30.0,32.0,1.0,30.0,15.0,5.0,12.0,27.5,17.5,16.0,11.5,26.5,12.0,16.0,20.5
3.42,nan,17.0,28.0,6.0,25.0,17.0,5.0,19.0,24.333333333333332,nan,32.75,11.5,20.5,14.0,18.0,25.0
3.48,nan,11.0,26.0,7.0,23.0,11.0,5.0,15.0,27.0,14.0,36.0,20.0,19.5,19.0,16.0,nan
2.66,nan,7.0,21.0,34.0,27.0,15.0,6.0,16.0,28.0,nan,27.0,20.0,28.5,6.5,25.0,nan
1.79,nan,7.0,17.0,42.0,15.0,10.0,6.0,nan,30.0,nan,41.0,17.0,38.0,nan,nan,nan
1.44,nan,6.0,14.0,38.0,13.0,7.0,6.0,27.0,34.333333333333336,18.0,24.0,16.0,31.0,nan,20.0,nan
1.31,nan,8.0,17.0,9.0,15.0,10.0,6.0,15.0,33.0,19.0,nan,19.0,32.0,nan,nan,nan
